geohash,Building Value ($),Land Value ($)
dhtwwz8e,112915.0,61289.0
dhtwwz8j,148901.0,48289.0
dhtwwz8s,114471.0,61289.0
dhtwwz8x,0.0,95882.0
dhtwwz90,335266.0,73483.0
dhtwwz93,282437.0,74532.0
dhtwwz97,367442.0,74532.0
dhtwwz99,550439.0,112428.0
dhtwwz9c,440140.0,73483.0
dhtwwz9d,405218.0,96892.0
dhtwwz9k,382741.0,74532.0
dhtwwz9m,264275.0,74532.0
dhtwwz9s,188707.0,68799.0
dhtwwz9t,267202.0,74532.0
dhtwwz9u,203761.0,78546.0
dhtwwz9v,197912.0,74532.0
dhtwwzbd,363202.0,16771.0
dhtwwzbh,0.0,385.0
dhtwwzbq,0.0,293.0
dhtwwzbt,159383.0,57946.0
dhtwwzbx,10.0,776240.0
dhtwwzd1,348593.0,73483.0
dhtwwzd3,303400.0,73483.0
dhtwwzd9,269120.0,82300.0
dhtwwzdc,337808.0,86709.0
dhtwwzdg,402610.0,82300.0
dhtwwzdh,257737.0,63066.0
dhtwwzdj,242652.0,57333.0
dhtwwzdk,232324.0,68799.0
dhtwwzdm,234415.0,63066.0
dhtwwzds,10.0,78546.0
dhtwwzdt,258087.0,74532.0
dhtwwzdu,308627.0,73483.0
dhtwwzdy,220963.0,74532.0
dhtwwzej,390273.0,73483.0
dhtwwzem,429569.5,73483.0
dhtwwzet,10.0,73483.0
dhtwwzev,422166.0,73483.0
dhtwwzh0,0.0,53295.0
dhtwwzh2,50321.5,53295.0
dhtwwzh8,19299.666666666668,53295.0
dhtwwzhb,65085.0,53295.0
dhtwwzhn,215689.5,74532.0
dhtwwzhq,262554.0,74532.0
dhtwwzhw,259281.0,68799.0
dhtwwzhy,214940.0,63066.0
dhtwwzj0,24094.333333333332,53295.0
dhtwwzj2,0.0,53295.0
dhtwwzj8,29607.333333333332,53295.0
dhtwwzjb,19340.0,53295.0
dhtwwzjn,10.0,85999.0
dhtwwzjq,243410.0,57333.0
dhtwwzjr,189911.0,57333.0
dhtwwzk1,166083.5,72013.0
dhtwwzk3,348337.0,68706.0
dhtwwzk9,267765.0,66869.0
dhtwwzkc,263614.5,68706.0
dhtwwzm1,308883.5,82300.5
dhtwwzm3,284264.0,86709.0
dhtwwzmc,220382.0,0.0
dhtwwzn0,24830.666666666668,53295.0
dhtwwzn2,0.0,53295.0
dhtwwzq0,0.0,0.0
dhtwwzq3,220382.125,0.0
dhtwwzsj,458881.0,73483.0
dhtwwzsq,221696.0,73483.0
dhtwwzsw,406405.0,73483.0
dhtwwzsy,401209.0,73483.0
dhtwwzt6,155511.74193548388,0.0
dhtwwztn,331955.0,73483.0
dhtwwzw1,149853.43333333332,0.0
dhtwwzw4,0.0,0.0
dhtwwzwq,0.0,0.0
dhtwwzx1,157548.83333333334,0.0
dhtwwzx4,0.0,0.0
dhtwwzxm,146281.53333333333,0.0
dhtwwzyf,0.0,0.0
dhtwwzyu,261263.0,57333.0
dhtwwzyv,268080.0,57333.0
dhtwwzyy,198143.0,74532.0
dhtwwzyz,239573.0,57333.0
dhtwwzz9,149454.83333333334,0.0
dhtwwzzw,225454.0,0.0
dhtwxn7w,0.0,1454.0
dhtwxn9p,1334933.0,13778899.0
dhtwxngb,201237.0,5077440.0
dhtwxnkq,0.0,969.0
dhtwxnkw,0.0,969.0
dhtwxp32,232857.75,0.0
dhtwxp3b,234790.75,0.0
dhtwxp62,236431.0,0.0
dhtwxp68,0.0,0.0
dhtwxp6c,232696.25,0.0
dhtwxp79,235253.57142857142,0.0
dhtwxpc9,0.0,0.0
dhtwxpcd,157155.96666666667,0.0
dhtwxpcn,156044.3,0.0
dhtwxpct,0.0,0.0
dhtwxpd4,152806.0,0.0
dhtwxpdq,0.0,0.0
dhtwxpez,153894.93333333332,0.0
dhtwxpf2,153694.26666666666,0.0
dhtwxpgu,153641.4516129032,0.0
dhtwxpk1,218490.7857142857,0.0
dhtwxpk2,0.0,0.0
dhtwxpkb,212669.0,56525.0
dhtwxpkf,178221.0,49258.0
dhtwxpkg,218848.0,49258.0
dhtwxpku,194938.0,49258.0
dhtwxpkv,233858.0,49258.0
dhtwxpky,166193.0,49258.0
dhtwxpkz,201793.0,49258.0
dhtwxpm0,105101.5,56525.0
dhtwxpm2,179071.0,56525.0
dhtwxpm6,154466.0,49258.0
dhtwxpm7,211165.0,49258.0
dhtwxpm8,207567.5,56525.0
dhtwxpmb,111740.5,28262.5
dhtwxpmc,201640.0,56525.0
dhtwxpmd,10.0,49258.0
dhtwxpme,137352.0,49258.0
dhtwxpmk,201804.0,49258.0
dhtwxpmm,198649.0,49258.0
dhtwxpmp,174338.0,49258.0
dhtwxpmq,207040.0,49258.0
dhtwxpmr,207836.0,49258.0
dhtwxpms,221500.0,49258.0
dhtwxpmt,216168.0,49258.0
dhtwxpmw,10.0,49258.0
dhtwxpmx,174261.0,49258.0
dhtwxppx,0.0,0.0
dhtwxpq1,209570.0,56525.0
dhtwxpq6,213235.5,56525.0
dhtwxpqe,223852.0,56525.0
dhtwxpqg,220356.0,56525.0
dhtwxpqj,158229.9,0.0
dhtwxpqt,226395.5,56525.0
dhtwxpqv,219016.5,56525.0
dhtwxpr5,244225.5,48046.5
dhtwxpr6,231849.0,56525.0
dhtwxpr9,230866.5,48046.5
dhtwxprc,217856.0,39568.0
dhtwxprj,233843.0,56525.0
dhtwxprm,227544.0,56525.0
dhtwxprs,204282.0,39568.0
dhtwxpru,171576.0,39568.0
dhtwxpsf,208993.0,49258.0
dhtwxpsg,193884.0,49258.0
dhtwxpsu,186607.0,49258.0
dhtwxpsv,181686.0,49258.0
dhtwxpsy,196901.0,49258.0
dhtwxpsz,172574.0,49258.0
dhtwxpt0,174584.0,49258.0
dhtwxpt1,201336.0,49258.0
dhtwxpt2,209219.0,49258.0
dhtwxpt3,139722.0,49258.0
dhtwxpt6,164082.0,49258.0
dhtwxpt7,169324.0,49258.0
dhtwxpt8,200337.0,49258.0
dhtwxpt9,206319.0,49258.0
dhtwxptd,10.0,49258.0
dhtwxpte,172195.0,49258.0
dhtwxptk,162145.0,49258.0
dhtwxptm,196376.0,49258.0
dhtwxptp,0.0,0.0
dhtwxptq,65054.5,49258.0
dhtwxptr,79012.5,49258.0
dhtwxpts,161537.0,49258.0
dhtwxptt,147692.0,49258.0
dhtwxpu7,0.0,0.0
dhtwxpub,210793.0,49258.0
dhtwxpuc,154558.0,49258.0
dhtwxpuf,195655.0,49258.0
dhtwxpug,170672.0,49258.0
dhtwxpuu,170374.0,49258.0
dhtwxpv2,130469.0,49258.0
dhtwxpv3,120517.0,49258.0
dhtwxpv7,130856.0,49258.0
dhtwxpv9,126614.0,49258.0
dhtwxpvd,116926.0,49258.0
dhtwxpve,134448.0,49258.0
dhtwxpvj,188150.0,49258.0
dhtwxpvm,141147.0,49258.0
dhtwxpvn,169906.0,49258.0
dhtwxpvq,144943.0,49258.0
dhtwxpvr,136789.0,49258.0
dhtwxpvt,112078.0,49258.0
dhtwxpvw,125337.0,49258.0
dhtwxpvx,10.0,49258.0
dhtwxpw1,157344.36666666667,0.0
dhtwxpw5,0.0,0.0
dhtwxpwj,156520.66666666666,0.0
dhtwxpy0,157513.86666666667,0.0
dhtwxpy6,187981.5,56525.0
dhtwxpyd,219353.0,56525.0
dhtwxpyg,233522.0,56525.0
dhtwxpyk,207047.0,56525.0
dhtwxpyp,158151.63333333333,0.0
dhtwxpyt,221576.5,56525.0
dhtwxpyv,243002.0,56525.0
dhtwxpz5,234498.0,56525.0
dhtwxpzb,156865.2,0.0
dhtwxpzk,233720.0,56525.0
dhtwxpzn,204296.0,56525.0
dhtwxpzr,191953.0,56525.0
dhtwxpzs,219883.0,56525.0
dhtwxpzu,245476.0,56525.0
dhtwxpzx,228632.0,56525.0
dhtwxq2x,272900.0,70333.0
dhtwxq2z,272900.0,70333.0
dhtwxq89,145834.0,54103.0
dhtwxq8d,430076.0,54103.0
dhtwxq8e,137626.0,54103.0
dhtwxq8s,167290.0,54102.0
dhtwxq8v,92659.0,58948.0
dhtwxq8w,10.0,32439.0
dhtwxq8x,148452.0,54103.0
dhtwxq8z,160561.0,58948.0
dhtwxq90,210824.0,81154.0
dhtwxq94,137504.0,58160.5
dhtwxq96,132151.0,54103.0
dhtwxq9b,292972.0,1011450.0
dhtwxq9d,141808.0,54102.0
dhtwxq9f,169838.0,54104.0
dhtwxq9h,142348.0,58950.0
dhtwxq9m,222758.0,58948.0
dhtwxq9t,149247.0,63370.0
dhtwxq9x,151617.0,58948.0
dhtwxqb8,120763.0,54103.0
dhtwxqb9,145399.0,54103.0
dhtwxqbb,0.0,58948.0
dhtwxqbc,0.0,58948.0
dhtwxqbd,139641.0,54103.0
dhtwxqbf,102549.0,58948.0
dhtwxqbs,176012.0,54103.0
dhtwxqbt,136528.0,54103.0
dhtwxqbw,178187.0,62218.0
dhtwxqc2,0.0,0.0
dhtwxqc4,179073.0,58948.0
dhtwxqc6,239226.0,58948.0
dhtwxqc8,0.0,58948.0
dhtwxqcd,172673.5,63663.5
dhtwxqcj,0.0,70333.0
dhtwxqcm,137611.0,54103.0
dhtwxqcp,498724.0,91974.0
dhtwxqct,179959.0,54103.0
dhtwxqcv,150665.0,70333.0
dhtwxqcz,0.0,962280.0
dhtwxqd4,289759.0,81153.0
dhtwxqd7,1320653.0,269721.0
dhtwxqdh,246036.0,54102.0
dhtwxqdj,121117.0,54103.0
dhtwxqdm,1499687.0,504420.0
dhtwxqdp,182073.0,54103.0
dhtwxqe0,0.0,135000.0
dhtwxqe4,480176.0,214668.0
dhtwxqeh,0.0,50.0
dhtwxqf1,215803.0,54103.0
dhtwxqf3,111427.0,654444.0
dhtwxqf4,247796.0,54103.0
dhtwxqfh,149158.0,70333.0
dhtwxqfk,304668.0,135000.0
dhtwxqg4,776757.0,949395.0
dhtwxqgc,0.0,0.0
dhtwxqgn,595916.0,1313136.0
dhtwxqgw,349348.0,389369.0
dhtwxqqw,0.0,170383.0
dhtwxqqx,0.0,170383.0
dhtwxqqy,0.0,151810.0
dhtwxqqz,0.0,151810.0
dhtwxqrn,0.0,151810.0
dhtwxqrp,0.0,151810.0
dhtwxqrq,0.0,151810.0
dhtwxqrw,0.0,151810.0
dhtwxqry,0.0,151810.0
dhtwxqst,4062276.0,8831851.0
dhtwxqup,615384.0,521413.0
dhtwxqux,391814.0,418393.0
dhtwxqvp,292094.0,963060.0
dhtwxqvr,0.0,0.0
dhtwxqvx,0.0,848540.0
dhtwxqvz,1064861.0,922600.0
dhtwxqw4,0.0,0.0
dhtwxqw8,0.0,170383.0
dhtwxqwb,0.0,151810.0
dhtwxqwd,0.0,151810.0
dhtwxqwf,0.0,151810.0
dhtwxqwg,0.0,0.0
dhtwxqx0,0.0,151810.0
dhtwxqx2,0.0,151810.0
dhtwxqx4,0.0,0.0
dhtwxqx6,0.0,151810.0
dhtwxqx8,0.0,151810.0
dhtwxqxb,0.0,151810.0
dhtwxqxd,0.0,151810.0
dhtwxqxf,0.0,151810.0
dhtwxqy0,10605071.0,2237895.0
dhtwxqyb,0.0,1074190.0
dhtwxqyr,110457.0,481545.0
dhtwxqyx,0.0,535041.0
dhtwxqzd,6623302.0,1744200.0
dhtwxqzh,0.0,895.0
dhtwxqzp,811131.0,888624.0
dhtwxqzx,73144.0,666468.0
dhtwxqzz,606186.0,888624.0
dhtwxr08,0.0,54103.0
dhtwxr0b,10.0,48692.0
dhtwxr1w,898171.0,1376496.0
dhtwxr24,238947.5,48046.5
dhtwxr27,236901.0,39568.0
dhtwxr2j,218944.0,39568.0
dhtwxr2k,237563.0,39568.0
dhtwxr2n,221726.0,39568.0
dhtwxr2p,167131.0,39568.0
dhtwxr2s,215537.5,39568.0
dhtwxr2u,108077.0,39568.0
dhtwxr2x,146946.33333333334,0.0
dhtwxr2y,143461.33333333334,0.0
dhtwxr3h,218186.0,39568.0
dhtwxr3p,152566.33333333334,0.0
dhtwxr3u,4510350.0,4986752.0
dhtwxr4m,790956.0,1520015.0
dhtwxr5m,0.0,197226.0
dhtwxr5p,0.0,597993.0
dhtwxr5t,0.0,46835.0
dhtwxr5v,699065.0,53860.0
dhtwxr6g,213813.0,680000.0
dhtwxr6y,219859.0,280500.0
dhtwxr72,455912.0,49177.0
dhtwxr73,586570.0,46835.0
dhtwxr77,458472.0,53860.0
dhtwxr78,395280.0,53860.0
dhtwxr7b,473896.0,46835.0
dhtwxr7d,450668.0,58544.0
dhtwxr7f,386201.0,46835.0
dhtwxr7m,388806.0,49177.0
dhtwxr7q,417796.0,46835.0
dhtwxr7t,0.0,46835.0
dhtwxr7v,344014.0,46835.0
dhtwxr7w,339115.0,49177.0
dhtwxr7z,436955.0,46835.0
dhtwxr8c,151816.16666666666,0.0
dhtwxr8e,122183.0,0.0
dhtwxr8f,151345.0,0.0
dhtwxr8p,0.0,0.0
dhtwxr8u,146421.33333333334,0.0
dhtwxr8x,135641.66666666666,0.0
dhtwxr8y,146379.0,0.0
dhtwxr8z,156806.33333333334,0.0
dhtwxr95,167680.66666666666,0.0
dhtwxr9b,10142.0,680407.0
dhtwxr9f,543063.0,1057834.0
dhtwxr9v,0.0,0.0
dhtwxrb5,157530.29032258064,0.0
dhtwxrbb,128151.5,0.0
dhtwxrbd,167444.0,49258.0
dhtwxrbf,84789.5,24629.0
dhtwxrbt,168417.0,49258.0
dhtwxrbv,143097.0,49258.0
dhtwxrbx,169776.33333333334,0.0
dhtwxrby,212938.0,49258.0
dhtwxrc3,0.0,0.0
dhtwxrc4,145998.0,49258.0
dhtwxrcz,0.0,0.0
dhtwxrdc,0.0,113487.0
dhtwxrdf,0.0,106887.0
dhtwxrdu,198640.0,46835.0
dhtwxrdv,125973.0,46835.0
dhtwxrdz,97476.0,46835.0
dhtwxre1,156201.0,46835.0
dhtwxre4,127403.0,46835.0
dhtwxre7,344140.0,46835.0
dhtwxre9,117413.0,58544.0
dhtwxreg,10.0,60886.0
dhtwxreh,121925.0,46835.0
dhtwxrej,98837.0,46835.0
dhtwxrek,109258.0,46835.0
dhtwxrep,91484.0,46835.0
dhtwxreq,93323.0,46835.0
dhtwxrer,234063.0,46835.0
dhtwxres,235757.0,46835.0
dhtwxrew,172002.0,46835.0
dhtwxrex,153931.0,46835.0
dhtwxrf1,2233296.0,937233.0
dhtwxrfb,272868.0,46835.0
dhtwxrff,191277.0,46835.0
dhtwxrfg,148640.0,46835.0
dhtwxrfy,107495.0,46835.0
dhtwxrg0,189706.0,46835.0
dhtwxrg3,140828.0,46835.0
dhtwxrg4,106000.0,46835.0
dhtwxrg5,114135.0,46835.0
dhtwxrg7,256630.0,46835.0
dhtwxrg9,109124.0,46835.0
dhtwxrgc,10.0,46835.0
dhtwxrge,167880.0,46835.0
dhtwxrgg,251837.0,46835.0
dhtwxrgn,167851.0,46835.0
dhtwxrgq,213623.0,46835.0
dhtwxrgw,238213.0,46835.0
dhtwxrgy,149175.0,46835.0
dhtwxrhn,10.0,139200.0
dhtwxrhq,10.0,60105.0
dhtwxrhr,614794.0,250560.0
dhtwxrhv,398735.0,58544.0
dhtwxrhz,285735.0,167040.0
dhtwxrjj,409967.0,46835.0
dhtwxrjq,537705.0,81958.0
dhtwxrk1,320950.0,46835.0
dhtwxrk5,357661.0,46835.0
dhtwxrk6,372658.0,46835.0
dhtwxrk7,364910.0,46835.0
dhtwxrk8,10.0,139200.0
dhtwxrkc,276370.0,46835.0
dhtwxrkk,293055.0,46835.0
dhtwxrkm,541042.0,46835.0
dhtwxrkn,153886.0,46835.0
dhtwxrkp,498416.0,46835.0
dhtwxrks,407515.0,167040.0
dhtwxrku,409300.0,46835.0
dhtwxrkw,433635.0,46833.0
dhtwxrky,415032.0,46835.0
dhtwxrm0,254948.0,53860.0
dhtwxrm1,315060.0,46835.0
dhtwxrm3,424729.0,49177.0
dhtwxrm6,487156.0,46835.0
dhtwxrmh,10.0,60105.0
dhtwxrmk,276939.0,46835.0
dhtwxrmm,558539.0,46835.0
dhtwxrmn,513463.0,51519.0
dhtwxrmr,0.0,46835.0
dhtwxrnr,8687122.0,2123550.0
dhtwxrpx,0.0,1625660.0
dhtwxrr6,0.0,0.0
dhtwxrrn,0.0,1535243.0
dhtwxrs0,432690.0,56202.0
dhtwxrs2,264362.0,46835.0
dhtwxrs4,373094.0,60886.0
dhtwxrs6,530187.0,25056.0
dhtwxrs8,535093.0,46835.0
dhtwxrsc,354117.0,46834.0
dhtwxrsd,501062.0,51519.0
dhtwxrsf,476257.0,46835.0
dhtwxrsj,10.0,51519.0
dhtwxrsm,124713.5,46835.0
dhtwxrsp,163654.0,46835.0
dhtwxrsr,128955.0,46835.0
dhtwxrst,102488.0,46835.0
dhtwxrsv,110411.0,46835.0
dhtwxrsx,89894.0,46835.0
dhtwxrsz,350929.0,70253.0
dhtwxrt1,351360.0,49177.0
dhtwxrt3,399695.0,46835.0
dhtwxrt4,530926.0,51519.0
dhtwxrt6,278304.0,46834.0
dhtwxrtj,116870.0,46835.0
dhtwxrtk,0.0,46835.0
dhtwxrtm,319103.0,46835.0
dhtwxrtr,134750.0,46835.0
dhtwxru1,246102.0,46835.0
dhtwxru3,132246.0,46835.0
dhtwxru5,206318.0,46835.0
dhtwxru7,202243.0,46835.0
dhtwxru9,85939.0,46835.0
dhtwxruc,64765.0,46835.0
dhtwxrue,265140.0,46835.0
dhtwxrug,188066.0,46835.0
dhtwxrun,185422.5,46835.0
dhtwxruq,84254.0,46835.0
dhtwxruw,93515.0,46835.0
dhtwxruy,84616.0,46835.0
dhtwxrv1,140662.0,46835.0
dhtwxrv2,104259.0,46835.0
dhtwxrv5,183449.0,46835.0
dhtwxrv6,220247.0,46835.0
dhtwxrv7,97089.0,46835.0
dhtwxrvm,112580.0,46835.0
dhtwxrvn,289680.0,46835.0
dhtwxrvq,212928.0,60886.0
dhtwxrzn,0.0,11000000.0
dhtwxw2n,0.0,151810.0
dhtwxw2p,0.0,151810.0
dhtwxw2w,0.0,151810.0
dhtwxw2x,0.0,151810.0
dhtwxw80,0.0,151810.0
dhtwxw84,0.0,151810.0
dhtwxw86,0.0,151810.0
dhtwxw88,0.0,151810.0
dhtwxw8d,0.0,0.0
dhtwxw9g,0.0,3314700.0
dhtwxwb2,126152.0,1210968.0
dhtwxwbr,706456.0,482211.0
dhtwxwcg,679178.0,1858338.0
dhtwxwfr,948496.0,1968920.0
dhtwxwg0,7612539.0,2909499.0
dhtwxwgp,263768.0,0.0
dhtwxwgr,0.0,0.0
dhtwxwgx,340581.3333333333,0.0
dhtwxwgz,0.0,402050.0
dhtwxwkn,0.0,500.0
dhtwxwmw,0.0,252637.0
dhtwxwsh,0.0,0.0
dhtwxwt8,0.0,252974.0
dhtwxwtd,0.0,120465.0
dhtwxwu5,265936.2,0.0
dhtwxwuh,0.0,0.0
dhtwxwuj,230746.0,0.0
dhtwxwur,0.0,404600.0
dhtwxwve,10.0,4648449.0
dhtwxx0p,1552340.0,1742400.0
dhtwxx12,1379246.0,3331265.0
dhtwxx1p,2477880.0,2287780.0
dhtwxx1z,1361892.0,1197900.0
dhtwxx39,0.0,0.0
dhtwxx3j,0.0,0.0
dhtwxx68,273666.0,2331940.0
dhtwxx72,3412721.0,1196160.0
dhtwxx7m,0.0,0.0
dhtwxxbf,0.0,0.0
dhtwxxbu,0.0,0.0
dhtwxxc9,210626.375,0.0
dhtwxxck,220776.6,0.0
dhtwxxd0,36708110.0,5600000.0
dhtwxxd1,0.0,0.0
dhtwxxdp,0.0,0.0
dhtwxxf0,211443.96875,0.0
dhtwxxfc,212594.59375,0.0
dhtwxxfm,0.0,0.0
dhtwxxg5,211928.40625,0.0
dhtwxxvt,0.0,5417.0
dhtwxz2g,0.0,24590.0
dhtwxz8n,0.0,1530.0
dhtwxz8w,0.0,11670.0
dhtwxzc0,0.0,226.0
dhtwxzk2,0.0,390.0
dhtwxzry,401246.0,11196420.0
dhtwxzu7,0.0,500.0
dhtwxzvf,0.0,1130428.0
dhtwxzzm,0.0,8320.0
dhtwxzzw,0.0,0.0
dhtwy0ct,0.0,11187.0
dhtwy14v,0.0,22844.0
dhtwy1bt,0.0,1637.0
dhtwy1sq,0.0,1718.0
dhtwy201,0.0,928366.0
dhtwy2t6,393466869.0,36013100.0
dhtwy3ez,803555.0,267283.0
dhtwy3fv,624425.0,267283.0
dhtwy3fx,1062025.0,267283.0
dhtwy3g6,822282.0,267283.0
dhtwy3g7,1471578.0,267283.0
dhtwy3g8,496398.0,267283.0
dhtwy3gg,0.0,382836.0
dhtwy3gj,1039568.0,267283.0
dhtwy3gu,869067.0,378072.0
dhtwy3gx,1956885.0,406269.0
dhtwy3gy,314729.0,710762.0
dhtwy3sp,657386.0,267283.0
dhtwy3sr,751762.0,267283.0
dhtwy3sv,0.0,0.0
dhtwy3sw,647020.0,192443.0
dhtwy3sz,65048.0,704140.0
dhtwy3tp,422355.0,556771.0
dhtwy3tr,653264.0,553864.0
dhtwy3tt,0.0,0.0
dhtwy3tx,380466.0,581481.0
dhtwy3u4,1020689.0,705755.0
dhtwy3u9,0.0,0.0
dhtwy3us,0.0,472230.0
dhtwy3ux,1168250.0,256591.0
dhtwy3vf,874664.0,527540.0
dhtwy3vu,845215.0,523745.0
dhtwy3xn,0.0,0.0
dhtwy3y0,136776.0,712700.0
dhtwy3y6,796198.0,365152.0
dhtwy3y8,508454.0,628278.0
dhtwy3yb,1115208.0,542156.0
dhtwy3ye,0.0,0.0
dhtwy3yg,888143.0,649783.0
dhtwy3yk,1243963.0,520111.0
dhtwy3yn,896189.0,534969.0
dhtwy3yq,1409588.0,466089.0
dhtwy3yv,0.0,848440.0
dhtwy3z2,635681.0,339449.0
dhtwy3z6,796374.0,328757.0
dhtwy3z8,808858.0,267283.0
dhtwy3zd,679894.0,307374.0
dhtwy3ze,0.0,0.0
dhtwy3zm,1362463.0,707855.0
dhtwy3zt,1146730.0,339449.0
dhtwy41b,0.0,1156744.0
dhtwy41c,794290.0,1032389.0
dhtwy41e,53388.0,1159247.0
dhtwy41u,365957.0,1157390.0
dhtwy41v,271735.0,1024960.0
dhtwy437,0.0,83.0
dhtwy43c,387274.0,1179596.0
dhtwy43f,283795.0,690083.0
dhtwy43u,298535.0,770759.0
dhtwy43v,93712.0,775604.0
dhtwy43y,189980.0,1021730.0
dhtwy440,0.0,1032389.0
dhtwy442,189644.0,1029966.0
dhtwy446,138470.0,800798.0
dhtwy44d,873121.0,789897.0
dhtwy44g,0.0,967304.0
dhtwy44j,298141.0,795953.0
dhtwy44m,77735.0,788928.0
dhtwy44u,0.0,968516.0
dhtwy44w,137607.5,782992.5
dhtwy44z,10.0,779561.0
dhtwy45j,117367.0,967950.0
dhtwy45p,440800.0,847714.0
dhtwy461,137934.0,1098846.0
dhtwy467,618587.0,1140352.0
dhtwy46c,140647.0,846583.0
dhtwy46f,378517.0,783356.0
dhtwy46k,188862.0,859180.0
dhtwy46n,336.0,777300.0
dhtwy46r,639166.0,789897.0
dhtwy472,192468.0,784406.0
dhtwy473,41747.0,848763.0
dhtwy475,1171037.0,783840.0
dhtwy47d,0.0,191378.0
dhtwy47h,423505.0,848198.0
dhtwy47q,0.0,848763.0
dhtwy47r,183966.0,849894.0
dhtwy47s,0.0,191378.0
dhtwy47v,686271.0,191378.0
dhtwy47z,791118.0,242250.0
dhtwy48y,0.0,776.0
dhtwy49b,180730.0,1017612.0
dhtwy49c,764713.0,902624.0
dhtwy4cb,194868.0,1019711.0
dhtwy4cf,15531.0,844807.0
dhtwy4cg,40209.0,1023022.0
dhtwy4d2,536384.0,751783.0
dhtwy4d4,200480.0,1021730.0
dhtwy4d7,603285.0,969727.0
dhtwy4d9,295616.0,1024314.0
dhtwy4dc,367130.0,844807.0
dhtwy4de,21569.0,784890.0
dhtwy4df,266965.0,966658.0
dhtwy4dp,339191.0,1189125.0
dhtwy4dr,1520942.0,1189851.0
dhtwy4ds,219006.0,787959.0
dhtwy4dv,573514.0,786909.0
dhtwy4dy,162622.0,780610.0
dhtwy4e5,10.0,904400.0
dhtwy4e8,0.0,849329.0
dhtwy4e9,31433.0,850459.0
dhtwy4eg,196258.0,904400.0
dhtwy4ek,284733.0,969162.0
dhtwy4eq,180790.0,969162.0
dhtwy4er,635072.0,704059.0
dhtwy4eu,289257.0,1023022.0
dhtwy4f6,57615.0,809600.0
dhtwy4f7,529736.0,738055.0
dhtwy4f8,111880.0,1177335.0
dhtwy4fh,223852.0,1017612.0
dhtwy4fn,281783.0,1018984.0
dhtwy4fr,189722.5,898465.0
dhtwy4fs,0.0,774393.0
dhtwy4fv,234901.0,775886.5
dhtwy4fx,259798.0,783840.0
dhtwy4g0,164644.0,1021003.0
dhtwy4g1,194666.0,1021730.0
dhtwy4g6,10.0,1024314.0
dhtwy4g8,259953.0,787959.0
dhtwy4gb,229437.0,773162.0
dhtwy4gc,10.0,771970.0
dhtwy4ge,109800.5,780368.5
dhtwy4gg,10.0,778430.0
dhtwy4gn,45720.0,776169.0
dhtwy4gq,268942.0,775604.0
dhtwy4gx,137847.5,775886.5
dhtwy4gz,85689.0,775604.0
dhtwy4h3,0.0,50170.0
dhtwy4s1,0.0,314925.0
dhtwy4sd,567080.0,242250.0
dhtwy4sg,901553.0,242250.0
dhtwy4sj,343090.0,968516.0
dhtwy4sm,426587.0,785940.0
dhtwy4sq,0.0,788928.0
dhtwy4sw,0.0,562262.0
dhtwy4tm,264356.0,780610.0
dhtwy4tp,352370.0,781176.0
dhtwy4tq,371545.0,782225.0
dhtwy4u1,200998.0,771405.0
dhtwy4u6,333238.0,628720.0
dhtwy4u8,113722.0,711327.0
dhtwy4ud,0.0,768821.0
dhtwy4uh,47545.0,780126.0
dhtwy4uk,140919.0,724812.0
dhtwy4uq,282506.0,809277.0
dhtwy4uy,549567.0,562020.0
dhtwy4uz,56025.0,627105.0
dhtwy4v1,220135.0,780126.0
dhtwy4v4,181475.0,683468.0
dhtwy4v5,587827.0,640590.0
dhtwy4vk,183712.0,778430.0
dhtwy4vn,560874.0,779561.0
dhtwy4vr,10.0,774958.0
dhtwy4vs,1219092.0,781741.0
dhtwy4vt,190385.0,774958.0
dhtwy4vv,1417822.0,706401.0
dhtwy4yj,219317.0,1018338.0
dhtwy4ym,218267.0,1008245.0
dhtwy4yq,264246.0,1055322.0
dhtwy54b,273552.0,779561.0
dhtwy550,266428.0,782791.0
dhtwy551,304302.0,779561.0
dhtwy553,450322.0,780610.0
dhtwy55d,0.0,781176.0
dhtwy55f,273757.0,781176.0
dhtwy55g,206247.0,781176.0
dhtwy5h0,782523.0,644870.0
dhtwy5h2,98885.0,808873.0
dhtwy5h5,0.0,811538.0
dhtwy5h9,247250.0,605141.0
dhtwy5hf,265443.0,794580.0
dhtwy5hs,0.0,1071714.0
dhtwy5hv,66976.5,781741.0
dhtwy5j5,304618.0,847714.0
dhtwy5j7,363803.0,847714.0
dhtwy5j8,0.0,774958.0
dhtwy5jb,209102.0,774958.0
dhtwy5jc,255023.0,774393.0
dhtwy5je,555089.0,774958.0
dhtwy5jn,49292.0,781741.0
dhtwy5jq,315522.0,781741.0
dhtwy5js,10.0,774958.0
dhtwy5ju,227930.0,774958.0
dhtwy5jx,131675.5,781741.0
dhtwy5mb,10.0,774958.0
dhtwy5n1,251704.0,1097393.0
dhtwy5n2,480654.0,1139544.0
dhtwy5nc,565276.0,1201156.0
dhtwy5ne,150611.0,738459.0
dhtwy5nf,90867.0,797729.0
dhtwy5nj,114207.5,679874.5
dhtwy5nk,232185.0,774958.0
dhtwy5ns,171571.0,774958.0
dhtwy5nx,373495.0,1201560.0
dhtwy5ny,1250311.0,1201560.0
dhtwy5p0,257452.0,1201156.0
dhtwy5p2,401649.0,1560494.0
dhtwy5p6,1003995.0,1565904.0
dhtwy5p7,197906.0,1570426.0
