geohash,Building Value ($),Land Value ($)
dhtybhsu,171107.0,71868.0
dhtybhsv,154151.0,93428.0
dhtybht1,185343.0,71868.0
dhtybht2,164811.0,71868.0
dhtybht4,166268.0,71868.0
dhtybht5,170766.0,93428.0
dhtybht6,190372.5,71868.0
dhtybht7,169341.0,93428.0
dhtybht8,160541.0,93428.0
dhtybht9,184029.0,71868.0
dhtybhth,168845.0,71868.0
dhtybhuk,0.0,0.0
dhtybhuz,267404.0,0.0
dhtybhv0,0.0,0.0
dhtybhvf,2909.0,255089.0
dhtybhvp,3297.0,285855.0
dhtybhvr,150342.0,285855.0
dhtybhvx,73728.5,285855.0
dhtybhw0,75648.66666666667,196223.0
dhtybhw2,11558.5,225656.0
dhtybhw4,78318.0,196223.0
dhtybhw5,11018.0,255089.0
dhtybhw6,38121.0,196223.0
dhtybhw8,65164.0,294334.0
dhtybhw9,28589.0,196223.0
dhtybhwd,23423.0,196223.0
dhtybhwf,75900.0,255089.0
dhtybhwg,31854.0,196223.0
dhtybhwh,13235.0,255089.0
dhtybhwj,58361.0,255089.0
dhtybhwm,1854.0,255089.0
dhtybhwq,37708.0,196223.0
dhtybhwr,73368.0,196223.0
dhtybhws,25112.0,196223.0
dhtybhwt,56307.0,196223.0
dhtybhwu,56436.0,196223.0
dhtybhwv,43923.0,196223.0
dhtybhww,45770.0,196223.0
dhtybhwx,11622.5,98111.5
dhtybhwy,48395.0,196223.0
dhtybhwz,36978.0,196223.0
dhtybhx2,0.0,0.0
dhtybhx3,36748.0,196223.0
dhtybhx6,39736.0,196223.0
dhtybhx7,56441.0,196223.0
dhtybhxc,173467.0,110628.0
dhtybhxk,45080.0,196223.0
dhtybhxm,52062.5,196223.0
dhtybhxq,47977.0,196223.0
dhtybhxr,38766.0,196223.0
dhtybhxu,199411.0,132753.0
dhtybhxv,176014.0,110628.0
dhtybhxy,176055.0,110628.0
dhtybhy1,59066.0,255089.0
dhtybhy2,69120.0,196223.0
dhtybhy3,36782.0,127544.5
dhtybhy5,75654.0,196223.0
dhtybhy8,44498.0,196223.0
dhtybhy9,48615.0,196223.0
dhtybhyb,36666.0,196223.0
dhtybhyc,12287.0,196223.0
dhtybhyd,69434.0,196223.0
dhtybhyf,67536.0,255089.0
dhtybhyh,69112.0,196223.0
dhtybhyk,75473.66666666667,196223.0
dhtybhyr,44579.0,285855.0
dhtybhys,86844.5,196223.0
dhtybhyu,73518.5,196223.0
dhtybhyx,39768.5,285855.0
dhtybhyz,44240.0,285855.0
dhtybhz2,57254.0,196223.0
dhtybhz3,30526.0,196223.0
dhtybhz7,5449.0,255089.0
dhtybhzb,210228.0,110628.0
dhtybhzc,146433.0,110628.0
dhtybhzf,166967.0,106202.0
dhtybhzg,160080.0,106202.0
dhtybhzh,63054.0,274711.5
dhtybhzp,138055.0,285855.0
dhtybhzv,215922.0,110628.0
dhtybhzz,131010.0,154879.0
dhtybj01,287542.5,74290.0
dhtybj03,248923.0,74290.0
dhtybj09,326705.5,74290.0
dhtybj0c,311405.5,74290.0
dhtybj0h,330522.5,81558.0
dhtybj0k,281659.5,81558.0
dhtybj0p,240966.0,106025.0
dhtybj0r,377580.0,106025.0
dhtybj0s,248684.33333333334,81558.0
dhtybj0u,294268.0,81558.0
dhtybj11,242574.0,74290.0
dhtybj13,249961.75,0.0
dhtybj1h,126512.5,40779.0
dhtybj1n,270391.5,0.0
dhtybj1t,242694.0,0.0
dhtybj1x,221174.22222222222,0.0
dhtybj20,329940.0,81558.0
dhtybj22,267089.0,106025.0
dhtybj27,209171.0,54372.0
dhtybj29,271493.0,106025.0
dhtybj2d,244501.0,106025.0
dhtybj2h,322189.0,81558.0
dhtybj2j,236672.0,81558.0
dhtybj2x,231716.66666666666,0.0
dhtybj2y,261196.0,0.0
dhtybj31,240814.66666666666,0.0
dhtybj35,270391.5,0.0
dhtybj3d,242694.0,0.0
dhtybj3r,254796.625,0.0
dhtybj3t,244531.25,0.0
dhtybj41,211928.375,0.0
dhtybj45,184755.75,0.0
dhtybj49,0.0,0.0
dhtybj4b,217560.875,0.0
dhtybj4f,211928.375,0.0
dhtybj4n,202329.25,0.0
dhtybj4q,209112.125,0.0
dhtybj4s,209112.125,0.0
dhtybj59,275479.0,0.0
dhtybj5f,267404.0,0.0
dhtybj5j,223592.0,109013.0
dhtybj5m,221732.0,109013.0
dhtybj5n,108649.0,54506.5
dhtybj5p,202530.5,109013.0
dhtybj5q,193061.0,109013.0
dhtybj5r,228020.5,109013.0
dhtybj5v,267404.0,0.0
dhtybj61,236658.25,0.0
dhtybj66,233418.125,0.0
dhtybj6d,0.0,0.0
dhtybj6e,230299.25,0.0
dhtybj6j,230299.25,0.0
dhtybj6m,233196.125,0.0
dhtybj6v,230299.25,0.0
dhtybj6x,215562.25,0.0
dhtybj70,216956.0,109013.0
dhtybj71,201111.0,109013.0
dhtybj72,105404.5,54506.5
dhtybj74,190039.0,109013.0
dhtybj77,232909.5,109013.0
dhtybj79,190310.0,109013.0
dhtybj7d,209325.0,109013.0
dhtybj7e,188555.0,109013.0
dhtybj7k,212111.0,141716.0
dhtybj7s,0.0,0.0
dhtybj7u,258844.5,0.0
dhtybj7x,228038.0,0.0
dhtybj80,260681.25,0.0
dhtybj85,245772.625,0.0
dhtybj89,250486.5,0.0
dhtybj8m,0.0,0.0
dhtybj90,224897.88888888888,0.0
dhtybjb0,249961.75,0.0
dhtybjb4,0.0,0.0
dhtybjbp,365005.0,124759.0
dhtybjbz,240307.0,108124.0
dhtybjcp,384871.0,108124.0
dhtybjd3,211262.125,0.0
dhtybjd4,0.0,0.0
dhtybjd7,211968.75,0.0
dhtybjde,0.0,0.0
dhtybjdg,0.0,0.0
dhtybjdm,209152.5,0.0
dhtybjdn,209152.5,0.0
dhtybjdu,230299.25,0.0
dhtybjdy,233438.375,0.0
dhtybje0,233418.125,0.0
dhtybje1,230299.25,0.0
dhtybje9,258844.5,0.0
dhtybjeb,258844.5,0.0
dhtybjec,285047.5,0.0
dhtybjee,292214.0,0.0
dhtybjeg,266011.0,0.0
dhtybjep,230299.25,0.0
dhtybjet,285047.5,0.0
dhtybjeu,0.0,0.0
dhtybjew,285047.5,0.0
dhtybjf4,187158.25,0.0
dhtybjf6,184796.25,0.0
dhtybjfd,184796.25,0.0
dhtybjfm,223328.75,0.0
dhtybjfr,177021.5,0.0
dhtybjfv,223324.5,0.0
dhtybjfz,181484.0,0.0
dhtybjg4,187148.125,0.0
dhtybjg8,285047.5,0.0
dhtybjgd,285047.5,0.0
dhtybjgf,285047.5,0.0
dhtybjgm,218129.0,0.0
dhtybjgr,181552.75,0.0
dhtybjgv,223507.75,0.0
dhtybjgz,185946.5,0.0
dhtybjh0,267404.0,0.0
dhtybjh2,267404.0,0.0
dhtybjh4,0.0,0.0
dhtybjh8,267404.0,0.0
dhtybjhe,267404.0,0.0
dhtybjhf,267404.0,0.0
dhtybjhh,267404.0,0.0
dhtybjhk,267404.0,0.0
dhtybjhp,267444.5,0.0
dhtybjhq,267404.0,0.0
dhtybjj6,19459.0,371612.0
dhtybjj7,141232.0,308723.0
dhtybjjb,93627.0,285855.0
dhtybjjd,111660.0,385904.0
dhtybjjk,199037.0,285855.0
dhtybjjm,106011.0,285855.0
dhtybjjt,137847.0,285855.0
dhtybjju,75002.0,351602.0
dhtybjjv,136258.0,351602.0
dhtybjk1,267444.5,0.0
dhtybjk2,267444.5,0.0
dhtybjkc,118424.0,351602.0
dhtybjkd,172926.0,351602.0
dhtybjkf,127263.0,285855.0
dhtybjkn,285047.5,0.0
dhtybjks,118468.0,285841.0
dhtybjkt,184540.0,285855.0
dhtybjkx,186365.0,285855.0
dhtybjky,201196.0,285855.0
dhtybjkz,101333.0,308723.0
dhtybjm3,49851.0,285855.0
dhtybjm4,68849.0,285855.0
dhtybjm5,85193.0,285855.0
dhtybjmd,83023.0,285855.0
dhtybjme,25362.0,285855.0
dhtybjmj,65066.0,285855.0
dhtybjmm,74387.0,308723.0
dhtybjmn,13330.0,285855.0
dhtybjmr,126050.0,285855.0
dhtybjms,26804.0,285855.0
dhtybjmt,104891.0,285855.0
dhtybjmy,0.0,0.0
dhtybjn0,4445.0,285855.0
dhtybjn1,40849.0,371612.0
dhtybjn5,148583.0,308723.0
dhtybjn6,67606.5,318727.5
dhtybjnd,97872.0,371612.0
dhtybjnf,106191.0,437358.0
dhtybjnk,74177.0,371612.0
dhtybjnm,12979.0,328732.0
dhtybjnn,67250.0,285855.0
dhtybjnp,112622.0,285855.0
dhtybjnt,89191.0,385904.0
dhtybjnu,40865.0,285855.0
dhtybjnv,172124.0,285855.0
dhtybjnw,159867.0,285855.0
dhtybjny,173847.0,285855.0
dhtybjp0,127411.0,414490.0
dhtybjp3,146566.0,308723.0
dhtybjp5,170493.0,285855.0
dhtybjp6,14475.0,285855.0
dhtybjpc,130566.0,110628.0
dhtybjpg,112193.0,116159.0
dhtybjpj,158576.0,285855.0
dhtybjpn,37338.0,285855.0
dhtybjpp,42720.0,285855.0
dhtybjpv,135119.0,110628.0
dhtybjpy,127176.0,110628.0
dhtybjq0,151366.0,285855.0
dhtybjq3,91397.0,285855.0
dhtybjq4,40253.0,285855.0
dhtybjq8,76325.0,371612.0
dhtybjq9,96665.0,285855.0
dhtybjqb,105687.0,285855.0
dhtybjqc,148250.0,285855.0
dhtybjqd,14180.0,285855.0
dhtybjqe,89864.0,285855.0
dhtybjqf,147373.0,285855.0
dhtybjqg,155888.0,285855.0
dhtybjqh,151341.0,285855.0
dhtybjqj,157298.0,285855.0
dhtybjqn,159773.0,285855.0
dhtybjqr,58747.0,371612.0
dhtybjqt,125137.0,371612.0
dhtybjqv,132023.0,351602.0
dhtybjqw,71946.0,328732.0
dhtybjqz,7873.0,285855.0
dhtybjr0,117110.0,285855.0
dhtybjr4,155905.0,285855.0
dhtybjr5,150776.0,285855.0
dhtybjrb,188295.0,110628.0
dhtybjrc,168276.0,106202.0
dhtybjrf,173303.0,116159.0
dhtybjrh,173674.0,285855.0
dhtybjrj,182508.0,285855.0
dhtybjrp,63978.0,371612.0
dhtybjru,194852.0,106202.0
dhtybjrv,171480.0,106202.0
dhtybjrx,0.0,0.0
dhtybjry,185257.0,106202.0
dhtybjrz,193560.0,106202.0
dhtybjs8,121366.0,285855.0
dhtybjs9,93001.0,285855.0
dhtybjsc,12264.0,285855.0
dhtybjsd,23743.0,285855.0
dhtybjsf,57659.0,285855.0
dhtybjsj,285047.5,0.0
dhtybjsn,285047.5,0.0
dhtybjsz,215641.0,285855.0
dhtybjt2,16668.0,285855.0
dhtybjt3,53448.0,285855.0
dhtybjt4,158594.0,285855.0
dhtybjt5,138546.0,285855.0
dhtybjt7,187934.0,285855.0
dhtybjtc,11621.5,142927.5
dhtybjtf,139961.0,285855.0
dhtybjtj,178205.0,285855.0
dhtybjtk,195273.0,285855.0
dhtybjtm,92935.0,285855.0
dhtybjtn,16546.0,285855.0
dhtybjtp,91261.5,361607.0
dhtybjtw,134167.0,285855.0
dhtybjtx,20582.0,285855.0
dhtybju0,285047.5,0.0
dhtybju8,119828.0,285855.0
dhtybju9,168699.0,285855.0
dhtybjuf,186079.5,285855.0
dhtybjut,167415.25,0.0
dhtybjux,183675.75,0.0
dhtybjv4,171772.0,285855.0
dhtybjv6,48686.0,393051.0
dhtybjvb,62113.5,285855.0
dhtybjvd,140838.0,371612.0
dhtybjvf,141118.0,297289.0
dhtybjvj,164811.0,0.0
dhtybjvm,158795.0,0.0
dhtybjvp,183018.5,0.0
dhtybjvv,170019.375,0.0
dhtybjw0,72589.0,285855.0
dhtybjw2,96570.0,371612.0
dhtybjw5,44680.5,285855.0
dhtybjw7,114273.0,285855.0
dhtybjw9,74104.0,285855.0
dhtybjwd,117246.0,285855.0
dhtybjwf,12266.0,285855.0
dhtybjwg,51233.0,285855.0
dhtybjwu,40584.0,285855.0
dhtybjwx,28001.0,285855.0
dhtybjwy,69523.0,285855.0
dhtybjx0,29227.0,371612.0
dhtybjx1,96131.0,371612.0
dhtybjx4,17768.0,285855.0
dhtybjxc,221535.0,110628.0
dhtybjxf,148660.0,116159.0
dhtybjxh,20109.0,285855.0
dhtybjxj,105129.0,285855.0
dhtybjxn,148239.0,285855.0
dhtybjxp,32858.0,328732.0
dhtybjxu,167100.0,121690.0
dhtybjxy,165921.0,110628.0
dhtybjxz,201269.0,106202.0
dhtybjy0,35103.0,285855.0
dhtybjy2,116676.5,285855.0
dhtybjy4,152071.0,285855.0
dhtybjy6,170787.5,285855.0
dhtybjyd,133195.0,285855.0
dhtybjyf,100811.0,350172.0
dhtybjym,152940.5,0.0
dhtybjyv,155211.875,0.0
dhtybjz1,19615.0,285855.0
dhtybjz4,0.0,0.0
dhtybjzc,220443.0,110628.0
dhtybjzg,239356.0,116159.0
dhtybjzv,563505.0,171473.0
dhtybk02,1821105.0,0.0
dhtybk06,411630.0,0.0
dhtybk08,1246745.0,0.0
dhtybk0c,380790.0,0.0
dhtybk0k,240675.5,0.0
dhtybk0r,260701.5,0.0
dhtybk0s,240675.5,0.0
dhtybk0u,260903.0,0.0
dhtybk0x,260903.0,0.0
dhtybk15,260903.0,0.0
dhtybk18,0.0,34875.0
dhtybk1j,247882.25,0.0
dhtybk1r,240675.5,0.0
dhtybk22,282827.0,0.0
dhtybk25,260701.5,0.0
dhtybk26,287982.25,0.0
dhtybk29,0.0,0.0
dhtybk2b,260903.0,0.0
dhtybk2d,260701.5,0.0
dhtybk2j,290498.25,0.0
dhtybk2p,282827.0,0.0
dhtybk2u,260903.0,0.0
dhtybk2v,282827.0,0.0
dhtybk2z,282827.0,0.0
dhtybk30,241361.5,0.0
dhtybk34,247882.25,0.0
dhtybk3f,201862.5,0.0
dhtybk3h,241361.5,0.0
dhtybk3j,240675.5,0.0
dhtybk3p,247196.0,0.0
dhtybk3w,196142.0,0.0
dhtybk3y,177972.33333333334,0.0
dhtybk41,1656569.0,2443716.0
dhtybk48,2648850.0,669075.0
dhtybk4u,0.0,125230.0
dhtybk52,945404.0,618990.0
dhtybk5q,292046.0,250000.0
dhtybk5z,0.0,39120.0
dhtybk63,172404.2,0.0
dhtybk65,0.0,0.0
dhtybk67,180714.25,0.0
dhtybk6q,186142.33333333334,0.0
dhtybk6s,175814.0,0.0
dhtybk81,177094.0,110628.0
dhtybk83,218823.0,110628.0
dhtybk89,174493.0,110628.0
dhtybk8c,177250.0,110628.0
dhtybk8k,196599.0,110628.0
dhtybk8m,196850.0,110628.0
dhtybk8q,171632.0,110628.0
dhtybk8s,177756.0,110628.0
dhtybk8t,181640.0,110628.0
dhtybk8u,207712.0,110628.0
dhtybk8v,187141.0,110628.0
dhtybk8w,161604.0,110628.0
dhtybk8z,304054.0,110628.0
dhtybk91,205499.5,110628.0
dhtybk93,159798.0,110628.0
dhtybk99,199351.0,106202.0
dhtybk9c,178224.0,106202.0
dhtybk9h,203139.0,110628.0
dhtybk9j,128886.0,110628.0
dhtybk9n,182103.0,110628.0
dhtybk9s,272467.0,110628.0
dhtybk9t,227237.0,110628.0
dhtybk9u,212629.0,110628.0
dhtybk9v,313784.0,110628.0
dhtybk9w,143089.0,110628.0
dhtybk9z,133529.0,116159.0
dhtybkb1,194067.0,110628.0
dhtybkb2,166898.0,110628.0
dhtybkb3,157540.0,110628.0
dhtybkb4,10.0,110628.0
dhtybkb6,173333.0,110628.0
dhtybkb7,272930.0,110628.0
dhtybkb8,147373.0,110628.0
dhtybkbb,165799.0,110628.0
dhtybkbe,166060.0,106202.0
dhtybkbf,191349.0,121690.0
dhtybkbg,166373.0,121690.0
dhtybkbm,176822.0,110628.0
dhtybkbp,194715.0,121690.0
dhtybkbq,286417.0,143816.0
dhtybkbt,263174.0,121690.0
dhtybkbx,166753.0,110628.0
dhtybkby,173627.0,116159.0
dhtybkc0,225661.0,110628.0
dhtybkc1,178056.0,110628.0
dhtybkc5,172923.0,116159.0
dhtybkc7,162730.0,110628.0
dhtybkc8,185211.0,110628.0
dhtybkc9,158961.0,110628.0
dhtybkcb,151986.0,116159.0
dhtybkcd,183312.0,110628.0
dhtybkch,182675.0,116159.0
dhtybkcm,184682.5,110628.0
dhtybkcp,117475.0,106202.0
dhtybkcs,148123.0,110628.0
dhtybkcv,205171.0,110628.0
dhtybkcx,171186.0,110628.0
dhtybkcz,170029.0,106202.0
dhtybkd1,166165.0,106202.0
dhtybkd6,135582.5,106202.0
dhtybkdd,200928.0,106202.0
dhtybkdf,166162.0,110628.0
dhtybkdh,195475.0,116159.0
dhtybkdj,145779.0,110628.0
dhtybkdk,184317.0,110628.0
dhtybkdm,185309.0,110628.0
dhtybkdp,300932.0,110628.0
dhtybkdr,161611.0,110628.0
dhtybkdu,242912.0,110628.0
dhtybkdv,161068.0,110628.0
dhtybkdy,176896.0,110628.0
dhtybkek,157908.0,241943.0
dhtybkes,21193.0,236832.0
dhtybkeu,258487.0,241943.0
dhtybkf0,186299.0,110628.0
dhtybkf1,137245.0,121690.0
dhtybkf2,178220.0,110628.0
dhtybkf3,164852.0,110628.0
dhtybkf5,187921.0,138284.0
dhtybkf7,169683.0,143816.0
dhtybkfb,167574.0,110628.0
dhtybkfc,123279.0,110628.0
dhtybkff,189392.0,106202.0
dhtybkfj,257921.0,106202.0
dhtybkfm,156639.0,106202.0
dhtybkfp,154701.0,110628.0
dhtybkfq,156798.0,110628.0
dhtybkfr,151748.0,103989.5
dhtybkft,223896.0,151560.0
dhtybkfu,117310.0,127222.0
dhtybkfx,184088.0,106202.0
dhtybkfz,124594.0,110628.0
dhtybkg6,83691.0,252166.0
dhtybkgd,182087.0,245351.0
dhtybkgf,138192.0,248758.0
dhtybkgm,142758.25,0.0
dhtybkgq,132207.75,0.0
dhtybkgw,159481.5,0.0
dhtybkgy,150599.0,0.0
dhtybkh7,2286470.0,4043910.0
dhtybkj1,1069604.0,546240.0
dhtybkj3,842446.0,473930.0
dhtybkjm,0.0,362855.0
dhtybkjv,308292.0,125970.0
dhtybkjy,301907.0,125970.0
dhtybkjz,272943.0,96900.0
dhtybkkm,3092773.0,1425283.0
dhtybkmb,326811.0,96900.0
dhtybkmf,327870.0,96900.0
dhtybkmg,273003.0,96900.0
dhtybkmu,323054.0,96900.0
dhtybkmv,317109.0,96900.0
dhtybkmy,266559.0,96900.0
dhtybkmz,432827.0,106590.0
dhtybkn7,0.0,0.0
dhtybknc,5079594.0,2325220.0
dhtybknj,325446.0,106590.0
dhtybknm,290481.0,96900.0
dhtybknp,319874.0,106590.0
dhtybknt,323313.0,96900.0
dhtybknv,361421.0,96900.0
dhtybkpj,124846.0,48450.0
dhtybkpm,276776.0,96900.0
dhtybkpt,310108.5,96900.0
dhtybkpu,0.0,0.0
dhtybkpv,278127.0,96900.0
dhtybkq0,441982.0,96900.0
dhtybkq2,311415.0,113615.0
dhtybkq4,332156.0,113615.0
dhtybkq5,401426.0,113615.0
dhtybkq8,377583.0,113615.0
dhtybkqb,392894.0,108205.0
dhtybkqg,0.0,0.0
dhtybkqh,332275.0,108205.0
dhtybkqn,269255.0,96900.0
dhtybkqq,298567.0,102552.5
dhtybkqw,316733.0,108205.0
dhtybkqy,341286.0,108205.0
dhtybkr0,373391.0,108205.0
dhtybkr2,393675.5,110910.0
dhtybkr8,296442.0,96900.0
dhtybkrb,348977.0,111435.0
dhtybkrd,389934.0,124436.0
dhtybkre,337447.0,119026.0
dhtybkrn,345031.0,108205.0
dhtybkrq,405644.0,108205.0
dhtybkrs,406001.0,108205.0
dhtybkrw,288629.0,96900.0
dhtybkry,281514.0,96900.0
dhtybksh,39541.0,238536.0
dhtybkss,301573.0,241943.0
dhtybksu,35421.0,245351.0
dhtybktc,313971.0,125970.0
dhtybkth,60353.0,245351.0
dhtybktk,250418.0,241943.0
dhtybku4,104585.0,247055.0
dhtybku6,133063.0,245351.0
dhtybkuf,160657.0,245351.0
dhtybkuj,143069.0,0.0
dhtybkup,143069.0,0.0
dhtybkuq,131315.83333333334,0.0
dhtybkut,389685.0,144825.0
dhtybkuv,166660.0,119268.0
dhtybkuw,128150.5,0.0
dhtybkuy,0.0,0.0
dhtybkv4,900092.0,245351.0
dhtybkv6,81516.0,241943.0
dhtybkvf,0.0,0.0
dhtybkvj,196551.0,132898.0
dhtybkvm,315333.0,184013.0
dhtybkvr,317161.0,144825.0
dhtybkw1,298250.0,101745.0
dhtybkw3,338278.0,96900.0
dhtybkw8,265401.0,96900.0
dhtybkwb,298897.0,96900.0
dhtybkwf,0.0,0.0
dhtybkwn,0.0,0.0
dhtybkwq,175889.65,0.0
dhtybkwv,0.0,0.0
dhtybkwy,167443.275,0.0
dhtybkx0,256139.0,96900.0
dhtybkx2,283573.0,96900.0
dhtybkx8,308405.5,96900.0
dhtybkxb,291209.5,96900.0
dhtybky4,182640.5,0.0
dhtybkyp,181219.25,0.0
dhtybkyy,0.0,0.0
dhtybkzf,173835.17073170733,0.0
dhtybkzz,173074.80487804877,0.0
dhtybm01,186724.0,110628.0
dhtybm02,149988.5,110628.0
dhtybm07,164389.5,110628.0
dhtybm0b,151973.0,106202.0
dhtybm0c,211952.0,110628.0
dhtybm0f,162349.0,110628.0
dhtybm0j,177310.0,101777.0
dhtybm0k,170359.0,110628.0
dhtybm0m,168600.0,101777.0
dhtybm0n,131150.0,101777.0
dhtybm0p,144119.0,101777.0
dhtybm0r,276302.0,143816.0
dhtybm0u,199792.0,110628.0
dhtybm0v,142298.0,101777.0
dhtybm0y,131037.0,110628.0
dhtybm11,210276.0,110628.0
dhtybm12,128310.0,106202.0
dhtybm14,189087.0,110628.0
dhtybm17,161000.0,110628.0
dhtybm19,149537.0,106202.0
dhtybm1c,178129.0,110628.0
dhtybm1d,186824.0,106202.0
dhtybm1g,154292.0,110628.0
dhtybm1h,162883.0,110628.0
dhtybm1j,179076.0,106202.0
dhtybm1m,121553.0,110628.0
dhtybm1n,170500.0,110628.0
dhtybm1q,156698.0,110628.0
dhtybm1r,197962.0,110628.0
dhtybm1s,195764.0,110628.0
dhtybm1y,144884.0,165941.0
dhtybm22,170405.0,110628.0
dhtybm25,239684.0,132753.0
dhtybm26,192730.0,121690.0
dhtybm27,154385.0,110628.0
dhtybm28,183138.0,121690.0
dhtybm29,164191.0,110628.0
dhtybm2b,64961.0,110628.0
dhtybm2d,141161.0,106202.0
dhtybm2g,181567.0,106202.0
dhtybm2n,256033.0,110628.0
dhtybm2q,168635.0,110628.0
dhtybm2s,131863.0,106202.0
dhtybm2t,151943.0,110628.0
dhtybm2u,117106.0,110628.0
dhtybm2x,194912.0,106202.0
dhtybm2y,157079.0,106202.0
dhtybm30,155296.0,110628.0
dhtybm33,121626.0,110628.0
dhtybm34,133166.0,110628.0
dhtybm38,157261.0,106202.0
dhtybm3b,179464.0,110628.0
dhtybm3e,117096.0,110628.0
dhtybm3f,162044.0,110628.0
dhtybm3h,265574.0,110628.0
dhtybm3j,151909.0,110628.0
dhtybm3r,229386.0,110628.0
dhtybm3s,280021.0,127222.0
dhtybm3t,91410.0,110628.0
dhtybm3u,134315.0,110628.0
dhtybm3w,128977.0,110628.0
dhtybm3z,174754.0,110628.0
dhtybm44,152473.0,110628.0
dhtybm45,185224.0,110628.0
dhtybm46,170487.0,106202.0
dhtybm47,150742.0,98458.0
dhtybm4f,210683.0,110628.0
dhtybm4g,159228.0,101777.0
dhtybm4j,258284.0,110628.0
dhtybm4k,163747.0,98458.0
dhtybm4n,149925.0,121690.0
dhtybm4p,146539.5,106202.0
dhtybm4q,109123.0,101777.0
dhtybm4r,176287.0,106202.0
dhtybm4u,137983.0,101777.0
dhtybm4y,151214.0,106202.0
dhtybm4z,151327.0,101777.0
dhtybm52,128263.0,0.0
dhtybm53,102610.8,0.0
dhtybm57,133179.0,0.0
dhtybm59,149670.0,0.0
dhtybm5c,162191.5,0.0
dhtybm5k,133189.25,0.0
dhtybm5q,149896.5,0.0
dhtybm5r,149897.0,0.0
dhtybm5s,159199.0,0.0
dhtybm5u,134368.0,0.0
dhtybm5x,172603.5,0.0
dhtybm5z,141474.0,0.0
dhtybm64,135885.0,110628.0
dhtybm66,129410.0,110628.0
dhtybm67,230143.0,116159.0
dhtybm6b,116098.0,110628.0
dhtybm6d,158558.0,116159.0
dhtybm6e,111865.0,122796.5
dhtybm6h,213435.0,110628.0
dhtybm6n,113857.0,110628.0
dhtybm6p,162973.0,110628.0
dhtybm6q,145414.0,110628.0
dhtybm6v,139026.0,110628.0
dhtybm6w,121598.0,110628.0
dhtybm6x,163446.0,110628.0
dhtybm75,539816.0,170383.0
dhtybm77,245677.0,228563.0
dhtybm7e,144358.0,267686.0
dhtybm7m,178393.0,195617.0
dhtybm7r,312305.0,199735.0
dhtybm80,187352.0,110628.0
dhtybm82,115004.0,110628.0
dhtybm85,170895.0,106202.0
dhtybm86,155305.0,101777.0
dhtybm87,271391.0,110628.0
dhtybm88,161012.0,106202.0
dhtybm8c,145465.5,108415.0
dhtybm8d,244539.0,110628.0
dhtybm8g,138422.0,106202.0
dhtybm8h,169189.0,101777.0
dhtybm8k,177146.0,106202.0
dhtybm8p,184903.0,110628.0
dhtybm8r,158450.0,106202.0
dhtybm8s,230725.0,110628.0
dhtybm8u,180036.0,110628.0
dhtybm8x,157312.0,106202.0
dhtybm8y,189553.0,110628.0
dhtybm8z,140583.0,110628.0
dhtybm90,175795.0,106202.0
dhtybm91,208546.0,106202.0
dhtybm92,157483.0,110628.0
dhtybm94,167659.0,106202.0
dhtybm98,155671.0,110628.0
dhtybm9c,177384.0,110628.0
dhtybm9e,177853.0,110628.0
dhtybm9h,210101.0,101777.0
dhtybm9j,157535.0,110628.0
dhtybm9k,122853.0,106202.0
dhtybm9p,161140.0,110628.0
dhtybm9q,240808.0,106202.0
dhtybm9s,183957.0,110628.0
dhtybm9t,81982.0,106202.0
dhtybm9x,271309.0,110628.0
dhtybm9z,173902.0,110628.0
dhtybmb1,214865.0,110628.0
dhtybmb3,286930.0,106202.0
dhtybmb5,169199.0,110628.0
dhtybmb7,187778.0,110628.0
dhtybmb9,166948.5,110628.0
dhtybmbb,205555.0,110628.0
dhtybmbe,167603.0,106202.0
dhtybmbg,189761.5,108415.0
dhtybmbj,196739.0,143816.0
dhtybmbm,303296.0,127222.0
dhtybmbt,169194.0,127222.0
dhtybmbv,149518.0,127222.0
dhtybmc0,198974.0,110628.0
dhtybmc3,158271.0,143816.0
dhtybmc5,146589.0,116159.0
dhtybmc7,194565.0,108415.0
dhtybmcc,177915.5,103989.5
dhtybmce,196672.0,106202.0
dhtybmcg,170549.0,98458.0
dhtybmcj,224842.0,127222.0
dhtybmcm,168738.0,127222.0
dhtybmcv,198413.0,190279.0
dhtybmd0,175882.0,110628.0
dhtybmd1,219641.0,110628.0
dhtybmd2,157664.0,110628.0
dhtybmd5,171977.0,110628.0
dhtybmd6,170310.0,106202.0
dhtybmd9,158365.0,110628.0
dhtybmdd,150263.0,124456.0
dhtybmdk,179798.0,110628.0
dhtybmdp,224552.0,121690.0
dhtybmdr,177084.0,110628.0
dhtybmds,184241.0,116159.0
dhtybmdx,198399.0,110628.0
dhtybme3,365673.0,199735.0
dhtybme6,283943.0,205913.0
dhtybmek,450149.0,201794.0
dhtybmem,146893.0,201794.0
dhtybmer,267130.0,201794.0
dhtybmf1,164378.0,106202.0
dhtybmf3,325153.0,110628.0
dhtybmf5,169958.0,106202.0
dhtybmf7,230571.0,106202.0
dhtybmf8,156838.0,110628.0
dhtybmfd,56847.0,121690.0
dhtybmfe,241411.0,143816.0
dhtybmg3,260657.0,205913.0
dhtybmg6,360369.5,0.0
dhtybmg7,0.0,0.0
dhtybmgh,352633.0,0.0
dhtybmgr,248092.5,0.0
dhtybmh0,130943.5,0.0
dhtybmh1,130887.75,0.0
dhtybmh2,141474.0,0.0
dhtybmh4,0.0,0.0
